question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Fill in the blank with the correct option:The essential components in our food are called ____________.,Biology,6,Components of Food ,9837,608,-2.95837648701022,"Definition of nutrients, types, and their sources.","Recall the definition of the Cartesian plane and identify its key elements, including the origin, coordinates, and coordinate axes.",0.950657894736842,90-100%,Remember,90-100%
"Observe images 1, 2 and 3.            Identify their correct mode of nutrition.",Biology,7,Nutrition in plants,9511,81,-2.95751106073379,"Autotrophic, Heterotrophic, Parasitic, and Insectivorous plants
",Explain how the property of transparency can be used to categorize and group materials.,0.950617283950617,90-100%,Understand,90-100%
What are translucent objects?,Physics,6,"Light, shadow and reflection",17357,202,-2.95491027903373,Definition and examples of translucent objects,Identify common sources of noise pollution in the environment and at home.,0.95049504950495,90-100%,Understand,90-100%
_____________ is used to measure the body’s temperature.,Physics,7,Heat,14463,141,-2.95192965089559,Types of Thermometers,"Demonstrate the ability to determine whether a isosceles triangle is acute, obtuse, or right-angled based on angle measurements.",0.950354609929078,90-100%,Apply,90-100%
Which of the following are not examples of nutrients?,Biology,6,Components of Food ,9430,362,-2.95026989947723,"Definition of nutrients, types, and their sources.",Explain the primary purpose of a line graph in representing data trends and relationships.,0.950276243093922,90-100%,Understand,90-100%
How do vehicle emissions affect the air we breathe?,Chemistry,5,Fuel (what if it finishes) ,20578,501,-2.94654202936321,Impact of Vehicle Emissions on Health and Environment,Apply knowledge of the pattern to identify square numbers with given digits at designated place values.,0.950099800399201,90-100%,Apply,90-100%
What is a common method to conserve water at home?,Biology,5,Our environment,20551,501,-2.94654202936321,Water conservation measures(including water harvesting methods),Students will compare the absorption efficiency of the small intestine with the water reabsorption role of the large intestine.,0.950099800399201,90-100%,Analyse,90-100%
"
Fill in the blank with the correct number.
The number 351 is divisible by ___.
",Mathematics,6,Playing with numbers,18437,40,-2.94443897916643,Test for divisibility by 9,Find out the divisibility rule for 8.,0.95,90-100%,Understand,90-100%
Which one of the following expressions is the same as 12 × (– 25)?,Mathematics,7,Integers,9078,40,-2.94443897916643,Commutative property for multiplication of integers,Demonstrate the effects of these harmful byproducts on the environment and health.,0.95,90-100%,Apply,90-100%
Which of the following is a type of change caused by forces?Change in sizeChange in shapeChange in time,Physics,8,Force and pressure,11012,79,-2.93119375241641,"Effects of force on the shape, motion and direction of motion of objects","Recall the basic definitions of ""nutrition"" and ""mode of nutrition.""",0.949367088607594,90-100%,Remember,90-100%
Which of the following materials is not lustrous?,Chemistry,6,Sorting Materials into Groups ,855,98,-2.92316158071915,Properties of materials-Appearance and Feel,Students will list the major types of nutrients and their primary sources in food.,0.948979591836734,90-100%,Remember,90-100%
"Consider the following statements.Statement I: On a number line, negative integers lie on the left of 0.Statement II: On a number line, the integer on the right is always greater than the one to its left.Which of these statement(s) is/are correct?",Mathematics,6,Integers,19894,39,-2.91777073208427,Representation of integers on number line,Define negative integers and their characteristics.,0.948717948717948,90-100%,Remember,90-100%
The image shows two plants 1 and 2.Identify the herbs from 1 and 2.,Biology,6,Getting to know plants ,1632,78,-2.91777073208427,"Herbs, shrubs, trees, and creepers and climbers.","Explain the sequence of events in the digestion process, describing how food moves through the body, why saliva is important in digestion, and how hunger indicators help us understand our body's needs.",0.948717948717948,90-100%,Understand,90-100%
The image shows a pitcher plant. What is the purpose of the pitcher-like structure in the plant?                       ,Biology,7,Nutrition in plants,9488,58,-2.90872089656436,"Autotrophic, Heterotrophic, Parasitic, and Insectivorous plants
",Recall the concept of solubility of gases in water and its importance in various contexts.,0.948275862068965,90-100%,Remember,90-100%
"Fill in the blank with the correct option:
Place value of 5 in 6,950 is ________.",Mathematics,6,Knowing our numbers,8832,77,-2.9041650800285,Place value system in whole numbers (upto 9-digit numbers),Solve division problems (real-world word problems also) involving the division of three-digit numbers by one-digit/two-digit numbers using using standard algorithms.,0.948051948051948,90-100%,Apply,90-100%
The image shows two activities: the first involves stretching the rubber band and the second shows a man pushing a car toy.What can be predicted about the effects of forces described in the activities?,Physics,8,Force and pressure,12901,96,-2.90142159408274,"Effects of force on the shape, motion and direction of motion of objects","Explain the concept of autotrophic and heterotrophic mode of nutrition and differentiate between ""autotrophic"" and ""heterotrophic"" modes of nutrition.",0.947916666666666,90-100%,Understand,90-100%
Which of the following is not an agricultural practice?,Biology,8,Crop production and management,10166,134,-2.89827693740327,"Definition of Crop, Crop Production, and Agriculture",Apply the concept of crystallization to other substances beyond copper sulfate.,0.94776119402985,90-100%,Apply,90-100%
Which of the following is not an agricultural practice?,Biology,8,Crop production and management,10166,134,-2.89827693740327,"Definition of Crop, Crop Production, and Agriculture",Discuss various attributes/protocol steps of crystallisation process and explain how they corroborates physical change.,0.94776119402985,90-100%,Understand,90-100%
Fill in the blank with the correct option:____________ are required for maintaining life and growth.,Biology,6,Components of Food ,9834,171,-2.89037175789616,"Definition of nutrients, types, and their sources.",Explain why visual representation is a useful method for multiplying algebraic expressions.,0.947368421052631,90-100%,Understand,90-100%
"Rahul and Rohit wrote two numbers by placing commas according to the International System of Numeration.Rahul number: 8,818,411Rohit number: 98,12,744Who is/are correct?",Mathematics,6,Knowing our numbers,13678,56,-2.87167962488401,Placement of commas in International System of Numeration,Describe the process of reading and writing large numbers using the Indian System of Numeration.,0.946428571428571,90-100%,Understand,90-100%
Which of the following integers is a negative integer?,Mathematics,6,Integers,19881,112,-2.87167962488401,Definition of negative integers,"Apply the knowledge of integers to solve practical problems (like change in elevation, money, temperature, etc).",0.946428571428571,90-100%,Apply,90-100%
"There are three coloured parts in the given figure, and the total number of parts is 8. What will be the fraction form for the shaded part?",Mathematics,6,Fractions,4657,56,-2.87167962488401,"Represent fractions using numbers, figures or words",Define the additive inverse of an integer and its relation to the original integer.,0.946428571428571,90-100%,Remember,90-100%
"Which color of light, when passed through a prism, gives a band of seven colors?",Physics,7,Light,4846,56,-2.87167962488401,Light and its colours,Students will demonstrate the effects of changes in abiotic factors on a given ecosystem through illustrations or simulations.,0.946428571428571,90-100%,Apply,90-100%
