question_text,Subject,grade,chapter,question_id,total_attempt,3PL,learning_unit,learning_objective,competency_score,competency_score_range,Bloom_tag,Predicted_competency_score_range
Fill in the blank with the correct option:(n – 2) × 180° is used to find the sum of the __________ of a polygon.,Mathematics,8,Understanding Quadrilaterals,10951,10,-2.19722457733621,Angle sum property of a polygon,"Calculate the value of expressions with exponents, applying the definition of an exponent.",0.9,80-90%,Apply,80-90%
Solar eclipse happens because sunlight travelling in a straight line path is blocked by the __1___ from reaching the ___2__.,Physics,6,"Light, shadow and reflection",2233,10,-2.19722457733621,Light travels in straight line,State the definition of a perfect cube as a number that can be expressed as the cube of an integer.,0.9,80-90%,Remember,80-90%
Three different positions of the eye are shown in the image below. Which position represents the correct position of an eye while reading a measurement?,Physics,6,Motion and Measurement ,4256,10,-2.19722457733621,Measurement of length using ruler,Describe the patterns for cube numbers.,0.9,80-90%,Understand,80-90%
"Five students reported the characteristics of the stems of mango, tomato and lemon in the table. Which student has correctly matched the stem characteristics and plant types?",Biology,6,Getting to know plants ,2039,10,-2.19722457733621,Plant's stem structure and functions,Design an experiment to test the conductivity of various materials.,0.9,80-90%,Analyse,80-90%
"Complete the given statement: In _______, the heat is transferred by convection.",Physics,7,Heat,3075,10,-2.19722457733621,Process of convection,Examine a flower specimen and correctly identify its various parts.,0.9,80-90%,Apply,80-90%
"Complete the given statement: In _______, the heat is transferred by convection.",Physics,7,Heat,3075,10,-2.19722457733621,Process of convection,Examine a flower specimen and correctly identify its various parts.,0.9,80-90%,Apply,80-90%
What is the symbol of the basic unit of time?,Physics,7,Motion and time,16198,10,-2.19722457733621,Units of Time,"Students will define habitats, adaptations, acclimitisation and list examples of each.",0.9,80-90%,Remember,80-90%
In which mode of nutrition do organisms depend on plants and other animals?,Biology,7,Nutrition in plants,9450,10,-2.19722457733621,Definition of Nutrition.,Explain how the appearance and feel of materials can be used to categorize and group them.,0.9,80-90%,Understand,80-90%
Which term best describes plants that obtain their food from other plants?,Biology,7,Nutrition in plants,9482,10,-2.19722457733621,"Autotrophic, Heterotrophic, Parasitic, and Insectivorous plants
",Apply your understanding to identify specific instances where the solubility of gases in water affects natural processes or human practices.,0.9,80-90%,Apply,80-90%
Which of these books keeps a record of all the endangered animals and plants?,Biology,8,Conservation Of Plants And Animals,11302,20,-2.19722457733621,Red Data Book and its various species classification system,Explain the characteristics that distinguish acids from other substances.,0.9,80-90%,Understand,80-90%
The image shows some viviparous and oviparous animals.Which of these animals give birth to young ones?,Biology,8,Reproduction in Animals,12203,10,-2.19722457733621,Basics of oviparous and viviparous animals,Compare the frictional forces observed for smooth versus rough surfaces using the spring balance data.,0.9,80-90%,Analyse,80-90%
Which of the following represents 240000 ÷ 200?,Mathematics,6,Knowing our numbers,13690,20,-2.19722457733621,Division of large whole numbers (6-9 digit numbers),"Explain how microbes in soil contribute to soil health by describing their roles in nutrient cycling, decomposition, and soil structure improvement.",0.9,80-90%,Understand,80-90%
"In the presence of starch, what colour does iodine change into?",Biology,6,Components of Food ,1756,10,-2.19722457733621,Definition of carbohydrates and its qualitative tests.,Explain why the commutative property is important in multiplying whole numbers.,0.9,80-90%,Understand,80-90%
"The expanded form of 98,76,93,758 in terms of its place values is _____________________.",Mathematics,6,Knowing our numbers,12786,19,-2.14006616349627,Numerical expansion of whole numbers (upto 9-digit numbers),Apply the knowledge of the expanded form to read and represent multi-digit whole numbers.,0.894736842105263,80-90%,Apply,80-90%
"The given data has been collected from a survey conducted in a residential colony.

Which double bar graph correctly displays the data?
",Mathematics,7,Data Handling,5207,19,-2.14006616349627,Construction of a double bar graph,State the various methods to multiply decimal numbers by other decimal numbers.,0.894736842105263,80-90%,Remember,80-90%
Fill in the blanks with the correct option:Lack of _____P_______in the human body for a longer period can lead to _____Q____ diseases.,Biology,6,Components of Food ,9366,19,-2.14006616349627,Definition of deficiency diseases,Describe the properties of negative numbers,0.894736842105263,80-90%,Understand,80-90%
"Study the given classification and classify materials P, Q, R and S as transparent, translucent and opaque.",Chemistry,6,Sorting Materials into Groups ,864,19,-2.14006616349627,Properties of materials-Transparency,Identify examples of foods from different food groups that contribute to a balanced diet and conditions which involve loss of nutrients during food preparation.,0.894736842105263,80-90%,Apply,80-90%
"What is the place value of 8 in the smallest possible number formed using the digits 3, 4, 5 and 8 without repetition such that the number is greater than 3,548? ",Mathematics,6,Knowing our numbers,15,18,-2.07944154167983,Comparison of whole numbers (upto 9-digit numbers),Explain the concept of comparing numbers and the significance of using comparison symbols to represent relationships between numbers.,0.888888888888888,80-90%,Understand,80-90%
Identify the figure given below.,Mathematics,6,Basic geometrical ideas,20173,9,-2.07944154167983,Definition of curve,"Apply the understanding of rays to identify and label them in geometric diagrams, distinguishing them from line segments and lines.",0.888888888888888,80-90%,Apply,80-90%
Classify the following as either equations or algebraic expressions. (i) y + 2 = 2(ii) y + 3(iii) y + 2 = 12y + 4,Mathematics,6,Algebra,18572,9,-2.07944154167983,Difference between equation and algebraic expression,"Create a bar graph based on given data, accurately selecting categories, scaling the axes and drawing bars.",0.888888888888888,80-90%,Apply,80-90%
Which of the following equations is true for any integer d ?,Mathematics,7,Integers,13241,18,-2.07944154167983,Multiplication by zero,Classify given mathematical statements as either equations or expressions with accuracy.,0.888888888888888,80-90%,Apply,80-90%
"Observe the given polygon.What is the sum of measure of exterior angles p, q, r, x, y and z?",Mathematics,8,Understanding Quadrilaterals,10646,9,-2.07944154167983,Sum of the measures of the exterior angles of a polygon,Recall the formula for the area of a rhombus.,0.888888888888888,80-90%,Remember,80-90%
Which of the given figures represents a kite?,Mathematics,8,Understanding Quadrilaterals,10851,9,-2.07944154167983,Definition of kite,Identify terms including constant term in various algebraic expressions.,0.888888888888888,80-90%,Apply,80-90%
Which of the given figures represents a kite?,Mathematics,8,Understanding Quadrilaterals,10851,9,-2.07944154167983,Definition of kite,Identify terms including constant term in various algebraic expressions.,0.888888888888888,40-50%,Apply,80-90%
Which of the given figures represents a kite?,Mathematics,8,Understanding Quadrilaterals,10851,9,-2.07944154167983,Definition of kite,Identify terms including constant term in various algebraic expressions.,0.888888888888888,60-70%,Apply,80-90%
